,stco,NAME,2000,2010
1187,23013,"Knox County, Maine",39618,39736
1188,23015,"Lincoln County, Maine",33616,34457
1189,23017,"Oxford County, Maine",54755,57833
1190,23019,"Penobscot County, Maine",144919,153923
1191,23021,"Piscataquis County, Maine",17235,17535
1192,23023,"Sagadahoc County, Maine",35214,35293
1193,23025,"Somerset County, Maine",50888,52228
1194,23027,"Waldo County, Maine",36280,38786
1195,23029,"Washington County, Maine",33941,32856
1196,23031,"York County, Maine",186742,197131
1197,24001,"Allegany County, Maryland",74930,75087
1198,24003,"Anne Arundel County, Maryland",489656,537656
1199,24005,"Baltimore County, Maryland",754292,805029
1200,24009,"Calvert County, Maryland",74563,88737
1201,24011,"Caroline County, Maryland",29772,33066
1202,24013,"Carroll County, Maryland",150897,167134
1203,24015,"Cecil County, Maryland",85951,101108
1204,24017,"Charles County, Maryland",120546,146551
1205,24019,"Dorchester County, Maryland",30674,32618
1206,24021,"Frederick County, Maryland",195277,233385
1207,24023,"Garrett County, Maryland",29846,30097
1208,24025,"Harford County, Maryland",218590,244826
1209,24027,"Howard County, Maryland",247842,287085
1210,24029,"Kent County, Maryland",19197,20197
1211,24031,"Montgomery County, Maryland",873341,971777
1212,24033,"Prince George's County, Maryland",801515,863420
1213,24035,"Queen Anne's County, Maryland",40563,47798
1214,24037,"St. Mary's County, Maryland",86211,105151
1215,24039,"Somerset County, Maryland",24747,26470
1216,24041,"Talbot County, Maryland",33812,37782
1217,24043,"Washington County, Maryland",131923,147430
1218,24045,"Wicomico County, Maryland",84644,98733
1219,24047,"Worcester County, Maryland",46543,51454
1220,24510,"Baltimore city, Maryland",651154,620961
1221,25001,"Barnstable County, Massachusetts",222230,215888
1222,25003,"Berkshire County, Massachusetts",134953,131219
1223,25005,"Bristol County, Massachusetts",534678,548285
1224,25007,"Dukes County, Massachusetts",14987,16535
1225,25009,"Essex County, Massachusetts",723419,743159
1226,25011,"Franklin County, Massachusetts",71535,71372
1227,25013,"Hampden County, Massachusetts",456228,463490
1228,25015,"Hampshire County, Massachusetts",152251,158080
1229,25017,"Middlesex County, Massachusetts",1465396,1503085
1230,25019,"Nantucket County, Massachusetts",9520,10172
1231,25021,"Norfolk County, Massachusetts",650308,670850
1232,25023,"Plymouth County, Massachusetts",472822,494919
1233,25025,"Suffolk County, Massachusetts",689807,722023
1234,25027,"Worcester County, Massachusetts",750963,798552
1235,26001,"Alcona County, Michigan",11719,10942
1236,26003,"Alger County, Michigan",9862,9601
1237,26005,"Allegan County, Michigan",105665,111408
1238,26007,"Alpena County, Michigan",31314,29598
1239,26009,"Antrim County, Michigan",23110,23580
1240,26011,"Arenac County, Michigan",17269,15899
1241,26013,"Baraga County, Michigan",8746,8860
1242,26015,"Barry County, Michigan",56755,59173
1243,26017,"Bay County, Michigan",110157,107771
1244,26019,"Benzie County, Michigan",15998,17525
1245,26021,"Berrien County, Michigan",162453,156813
1246,26023,"Branch County, Michigan",45787,45248
1247,26025,"Calhoun County, Michigan",137985,136146
1248,26027,"Cass County, Michigan",51104,52293
1249,26029,"Charlevoix County, Michigan",26090,25949
1250,26031,"Cheboygan County, Michigan",26448,26152
1251,26033,"Chippewa County, Michigan",38543,38520
1252,26035,"Clare County, Michigan",31252,30926
1253,26037,"Clinton County, Michigan",64753,75382
1254,26039,"Crawford County, Michigan",14273,14074
1255,26041,"Delta County, Michigan",38520,37069
1256,26043,"Dickinson County, Michigan",27472,26168
1257,26045,"Eaton County, Michigan",103655,107759
1258,26047,"Emmet County, Michigan",31437,32694
1259,26049,"Genesee County, Michigan",436141,425790
1260,26051,"Gladwin County, Michigan",26023,25692
1261,26053,"Gogebic County, Michigan",17370,16427
1262,26055,"Grand Traverse County, Michigan",77654,86986
1263,26057,"Gratiot County, Michigan",42285,42476
1264,26059,"Hillsdale County, Michigan",46527,46688
1265,26061,"Houghton County, Michigan",36016,36628
1266,26063,"Huron County, Michigan",36079,33118
1267,26065,"Ingham County, Michigan",279320,280895
1268,26067,"Ionia County, Michigan",61518,63905
1269,26069,"Iosco County, Michigan",27339,25887
1270,26071,"Iron County, Michigan",13138,11817
1271,26073,"Isabella County, Michigan",63351,70311
1272,26075,"Jackson County, Michigan",158422,160248
1273,26077,"Kalamazoo County, Michigan",238603,250331
1274,26079,"Kalkaska County, Michigan",16571,17153
1275,26081,"Kent County, Michigan",574335,602622
1276,26083,"Keweenaw County, Michigan",2301,2156
1277,26085,"Lake County, Michigan",11333,11539
1278,26087,"Lapeer County, Michigan",87904,88319
1279,26089,"Leelanau County, Michigan",21119,21708
1280,26091,"Lenawee County, Michigan",98890,99892
1281,26093,"Livingston County, Michigan",156951,180967
1282,26095,"Luce County, Michigan",7024,6631
1283,26097,"Mackinac County, Michigan",11943,11113
1284,26099,"Macomb County, Michigan",788149,840978
1285,26101,"Manistee County, Michigan",24527,24733
1286,26103,"Marquette County, Michigan",64634,67077
1287,26105,"Mason County, Michigan",28274,28705
1288,26107,"Mecosta County, Michigan",40553,42798
1289,26109,"Menominee County, Michigan",25326,24029
1290,26111,"Midland County, Michigan",82874,83629
1291,26113,"Missaukee County, Michigan",14478,14849
1292,26115,"Monroe County, Michigan",145945,152021
1293,26117,"Montcalm County, Michigan",61266,63342
1294,26119,"Montmorency County, Michigan",10315,9765
1295,26121,"Muskegon County, Michigan",170200,172188
1296,26123,"Newaygo County, Michigan",47874,48460
1297,26125,"Oakland County, Michigan",1194156,1202362
1298,26127,"Oceana County, Michigan",26873,26570
1299,26129,"Ogemaw County, Michigan",21645,21699
1300,26131,"Ontonagon County, Michigan",7818,6780
1301,26133,"Osceola County, Michigan",23197,23528
1302,26135,"Oscoda County, Michigan",9418,8640
1303,26137,"Otsego County, Michigan",23301,24164
1304,26139,"Ottawa County, Michigan",238314,263801
1305,26141,"Presque Isle County, Michigan",14411,13376
1306,26143,"Roscommon County, Michigan",25469,24449
1307,26145,"Saginaw County, Michigan",210039,200169
1308,26147,"St. Clair County, Michigan",164235,163040
1309,26149,"St. Joseph County, Michigan",62422,61295
1310,26151,"Sanilac County, Michigan",44547,43114
1311,26153,"Schoolcraft County, Michigan",8903,8485
1312,26155,"Shiawassee County, Michigan",71687,70648
1313,26157,"Tuscola County, Michigan",58266,55729
1314,26159,"Van Buren County, Michigan",76263,76258
1315,26161,"Washtenaw County, Michigan",322895,344791
1316,26163,"Wayne County, Michigan",2061162,1820584
1317,26165,"Wexford County, Michigan",30484,32735
1318,27001,"Aitkin County, Minnesota",15301,16202
1319,27003,"Anoka County, Minnesota",298084,330844
1320,27005,"Becker County, Minnesota",30000,32504
1321,27007,"Beltrami County, Minnesota",39650,44442
1322,27009,"Benton County, Minnesota",34226,38451
1323,27011,"Big Stone County, Minnesota",5820,5269
1324,27013,"Blue Earth County, Minnesota",55941,64013
1325,27015,"Brown County, Minnesota",26911,25893
1326,27017,"Carlton County, Minnesota",31671,35386
1327,27019,"Carver County, Minnesota",70205,91042
1328,27021,"Cass County, Minnesota",27150,28567
1329,27023,"Chippewa County, Minnesota",13088,12441
1330,27025,"Chisago County, Minnesota",41101,53887
1331,27027,"Clay County, Minnesota",51229,58999
1332,27029,"Clearwater County, Minnesota",8423,8695
1333,27031,"Cook County, Minnesota",5168,5176
1334,27033,"Cottonwood County, Minnesota",12167,11687
1335,27035,"Crow Wing County, Minnesota",55099,62500
1336,27037,"Dakota County, Minnesota",355904,398552
1337,27039,"Dodge County, Minnesota",17731,20087
1338,27041,"Douglas County, Minnesota",32821,36009
1339,27043,"Faribault County, Minnesota",16181,14553
1340,27045,"Fillmore County, Minnesota",21122,20866
1341,27047,"Freeborn County, Minnesota",32584,31255
1342,27049,"Goodhue County, Minnesota",44127,46183
1343,27051,"Grant County, Minnesota",6289,6018
1344,27053,"Hennepin County, Minnesota",1116200,1152425
1345,27055,"Houston County, Minnesota",19718,19027
1346,27057,"Hubbard County, Minnesota",18376,20428
1347,27059,"Isanti County, Minnesota",31287,37816
1348,27061,"Itasca County, Minnesota",43992,45058
1349,27063,"Jackson County, Minnesota",11268,10266
1350,27065,"Kanabec County, Minnesota",14996,16239
1351,27067,"Kandiyohi County, Minnesota",41203,42239
1352,27069,"Kittson County, Minnesota",5285,4552
1353,27071,"Koochiching County, Minnesota",14355,13311
1354,27073,"Lac qui Parle County, Minnesota",8067,7259
1355,27075,"Lake County, Minnesota",11058,10866
1356,27077,"Lake of the Woods County, Minnesota",4522,4045
1357,27079,"Le Sueur County, Minnesota",25426,27703
1358,27081,"Lincoln County, Minnesota",6429,5896
1359,27083,"Lyon County, Minnesota",25425,25857
1360,27085,"McLeod County, Minnesota",34898,36651
1361,27087,"Mahnomen County, Minnesota",5190,5413
1362,27089,"Marshall County, Minnesota",10155,9439
1363,27091,"Martin County, Minnesota",21802,20840
1364,27093,"Meeker County, Minnesota",22644,23300
1365,27095,"Mille Lacs County, Minnesota",22330,26097
1366,27097,"Morrison County, Minnesota",31712,33198
1367,27099,"Mower County, Minnesota",38603,39163
1368,27101,"Murray County, Minnesota",9165,8725
1369,27103,"Nicollet County, Minnesota",29771,32727
1370,27105,"Nobles County, Minnesota",20832,21378
1371,27107,"Norman County, Minnesota",7442,6852
1372,27109,"Olmsted County, Minnesota",124277,144248
1373,27111,"Otter Tail County, Minnesota",57159,57303
1374,27113,"Pennington County, Minnesota",13584,13930
1375,27115,"Pine County, Minnesota",26530,29750
1376,27117,"Pipestone County, Minnesota",9895,9596
1377,27119,"Polk County, Minnesota",31369,31600
1378,27121,"Pope County, Minnesota",11236,10995
1379,27123,"Ramsey County, Minnesota",511035,508640
1380,27125,"Red Lake County, Minnesota",4299,4089
1381,27127,"Redwood County, Minnesota",16815,16059
1382,27129,"Renville County, Minnesota",17154,15730
1383,27131,"Rice County, Minnesota",56665,64142
1384,27133,"Rock County, Minnesota",9721,9687
1385,27135,"Roseau County, Minnesota",16338,15629
1386,27137,"St. Louis County, Minnesota",200528,200226
1387,27139,"Scott County, Minnesota",89498,129928
1388,27141,"Sherburne County, Minnesota",64417,88499
1389,27143,"Sibley County, Minnesota",15356,15226
1390,27145,"Stearns County, Minnesota",133166,150642
1391,27147,"Steele County, Minnesota",33680,36576
1392,27149,"Stevens County, Minnesota",10053,9726
1393,27151,"Swift County, Minnesota",11956,9783
1394,27153,"Todd County, Minnesota",24426,24895
1395,27155,"Traverse County, Minnesota",4134,3558
1396,27157,"Wabasha County, Minnesota",21610,21676
1397,27159,"Wadena County, Minnesota",13713,13843
1398,27161,"Waseca County, Minnesota",19526,19136
1399,27163,"Washington County, Minnesota",201130,238136
1400,27165,"Watonwan County, Minnesota",11876,11211
1401,27167,"Wilkin County, Minnesota",7138,6576
1402,27169,"Winona County, Minnesota",49985,51461
1403,27171,"Wright County, Minnesota",89986,124700
1404,27173,"Yellow Medicine County, Minnesota",11080,10438
1405,28001,"Adams County, Mississippi",34340,32297
1406,28003,"Alcorn County, Mississippi",34558,37057
1407,28005,"Amite County, Mississippi",13599,13131
1408,28007,"Attala County, Mississippi",19661,19564
1409,28009,"Benton County, Mississippi",8026,8729
1410,28011,"Bolivar County, Mississippi",40633,34145
1411,28013,"Calhoun County, Mississippi",15069,14962
1412,28015,"Carroll County, Mississippi",10769,10597
1413,28017,"Chickasaw County, Mississippi",19440,17392
1414,28019,"Choctaw County, Mississippi",9758,8547
1415,28021,"Claiborne County, Mississippi",11831,9604
1416,28023,"Clarke County, Mississippi",17955,16732
1417,28025,"Clay County, Mississippi",21979,20634
1418,28027,"Coahoma County, Mississippi",30622,26151
1419,28029,"Copiah County, Mississippi",28757,29449
1420,28031,"Covington County, Mississippi",19407,19568
1421,28033,"DeSoto County, Mississippi",107199,161252
1422,28035,"Forrest County, Mississippi",72604,74934
1423,28037,"Franklin County, Mississippi",8448,8118
1424,28039,"George County, Mississippi",19144,22578
1425,28041,"Greene County, Mississippi",13299,14400
1426,28043,"Grenada County, Mississippi",23263,21906
1427,28045,"Hancock County, Mississippi",42967,43929
1428,28047,"Harrison County, Mississippi",189601,187105
1429,28049,"Hinds County, Mississippi",250800,245285
1430,28051,"Holmes County, Mississippi",21609,19198
1431,28053,"Humphreys County, Mississippi",11206,9375
1432,28055,"Issaquena County, Mississippi",2274,1406
1433,28057,"Itawamba County, Mississippi",22770,23401
1434,28059,"Jackson County, Mississippi",131420,139668
1435,28061,"Jasper County, Mississippi",18149,17062
1436,28063,"Jefferson County, Mississippi",9740,7726
1437,28065,"Jefferson Davis County, Mississippi",13962,12487
1438,28067,"Jones County, Mississippi",64958,67761
1439,28069,"Kemper County, Mississippi",10453,10456
1440,28071,"Lafayette County, Mississippi",38744,47351
1441,28073,"Lamar County, Mississippi",39070,55658
1442,28075,"Lauderdale County, Mississippi",78161,80261
1443,28077,"Lawrence County, Mississippi",13258,12929
1444,28079,"Leake County, Mississippi",20940,23805
1445,28081,"Lee County, Mississippi",75755,82910
1446,28083,"Leflore County, Mississippi",37947,32317
1447,28085,"Lincoln County, Mississippi",33166,34869
1448,28087,"Lowndes County, Mississippi",61586,59779
1449,28089,"Madison County, Mississippi",74674,95203
1450,28091,"Marion County, Mississippi",25595,27088
1451,28093,"Marshall County, Mississippi",34993,37144
1452,28095,"Monroe County, Mississippi",38014,36989
1453,28097,"Montgomery County, Mississippi",12189,10925
1454,28099,"Neshoba County, Mississippi",28684,29676
1455,28101,"Newton County, Mississippi",21838,21720
1456,28103,"Noxubee County, Mississippi",12548,11545
1457,28105,"Oktibbeha County, Mississippi",42902,47671
1458,28107,"Panola County, Mississippi",34274,34707
1459,28109,"Pearl River County, Mississippi",48621,55834
1460,28111,"Perry County, Mississippi",12138,12250
1461,28113,"Pike County, Mississippi",38940,40404
1462,28115,"Pontotoc County, Mississippi",26726,29957
1463,28117,"Prentiss County, Mississippi",25556,25276
1464,28119,"Quitman County, Mississippi",10117,8223
1465,28121,"Rankin County, Mississippi",115327,141617
1466,28123,"Scott County, Mississippi",28423,28264
1467,28125,"Sharkey County, Mississippi",6580,4916
1468,28127,"Simpson County, Mississippi",27639,27503
1469,28129,"Smith County, Mississippi",16182,16491
1470,28131,"Stone County, Mississippi",13622,17786
1471,28133,"Sunflower County, Mississippi",34369,29450
1472,28135,"Tallahatchie County, Mississippi",14903,15378
1473,28137,"Tate County, Mississippi",25370,28886
1474,28139,"Tippah County, Mississippi",20826,22232
1475,28141,"Tishomingo County, Mississippi",19163,19593
1476,28143,"Tunica County, Mississippi",9227,10778
1477,28145,"Union County, Mississippi",25362,27134
1478,28147,"Walthall County, Mississippi",15156,15443
1479,28149,"Warren County, Mississippi",49644,48773
1480,28151,"Washington County, Mississippi",62977,51137
1481,28153,"Wayne County, Mississippi",21216,20747
1482,28155,"Webster County, Mississippi",10294,10253
1483,28157,"Wilkinson County, Mississippi",10312,9878
1484,28159,"Winston County, Mississippi",20160,19198
1485,28161,"Yalobusha County, Mississippi",13051,12678
1486,28163,"Yazoo County, Mississippi",28149,28065
1487,29001,"Adair County, Missouri",24977,25607
1488,29003,"Andrew County, Missouri",16492,17291
1489,29005,"Atchison County, Missouri",6430,5685
1490,29007,"Audrain County, Missouri",25853,25529
1491,29009,"Barry County, Missouri",34010,35597
1492,29011,"Barton County, Missouri",12541,12402
1493,29013,"Bates County, Missouri",16653,17049
1494,29015,"Benton County, Missouri",17180,19056
1495,29017,"Bollinger County, Missouri",12029,12363
1496,29019,"Boone County, Missouri",135454,162642
1497,29021,"Buchanan County, Missouri",85998,89201
1498,29023,"Butler County, Missouri",40867,42794
1499,29025,"Caldwell County, Missouri",8969,9424
1500,29027,"Callaway County, Missouri",40766,44332
1501,29029,"Camden County, Missouri",37051,44002
1502,29031,"Cape Girardeau County, Missouri",68693,75674
1503,29033,"Carroll County, Missouri",10285,9295
1504,29035,"Carter County, Missouri",5941,6265
1505,29037,"Cass County, Missouri",82092,99478
1506,29039,"Cedar County, Missouri",13733,13982
1507,29041,"Chariton County, Missouri",8438,7831
1508,29043,"Christian County, Missouri",54285,77422
1509,29045,"Clark County, Missouri",7416,7139
1510,29047,"Clay County, Missouri",184006,221939
1511,29049,"Clinton County, Missouri",18979,20743
1512,29051,"Cole County, Missouri",71397,75990
1513,29053,"Cooper County, Missouri",16670,17601
1514,29055,"Crawford County, Missouri",22804,24696
1515,29057,"Dade County, Missouri",7923,7883
1516,29059,"Dallas County, Missouri",15661,16777
1517,29061,"Daviess County, Missouri",8016,8433
1518,29063,"DeKalb County, Missouri",11597,12892
1519,29065,"Dent County, Missouri",14927,15657
1520,29067,"Douglas County, Missouri",13084,13684
1521,29069,"Dunklin County, Missouri",33155,31953
1522,29071,"Franklin County, Missouri",93807,101492
1523,29073,"Gasconade County, Missouri",15342,15222
1524,29075,"Gentry County, Missouri",6861,6738
1525,29077,"Greene County, Missouri",240391,275174
1526,29079,"Grundy County, Missouri",10432,10261
1527,29081,"Harrison County, Missouri",8850,8957
1528,29083,"Henry County, Missouri",21997,22272
1529,29085,"Hickory County, Missouri",8940,9627
1530,29087,"Holt County, Missouri",5351,4912
1531,29089,"Howard County, Missouri",10212,10144
1532,29091,"Howell County, Missouri",37238,40400
1533,29093,"Iron County, Missouri",10697,10630
1534,29095,"Jackson County, Missouri",654880,674158
1535,29097,"Jasper County, Missouri",104686,117404
1536,29099,"Jefferson County, Missouri",198099,218733
1537,29101,"Johnson County, Missouri",48258,52595
1538,29103,"Knox County, Missouri",4361,4131
1539,29105,"Laclede County, Missouri",32513,35571
1540,29107,"Lafayette County, Missouri",32960,33381
1541,29109,"Lawrence County, Missouri",35204,38634
1542,29111,"Lewis County, Missouri",10494,10211
1543,29113,"Lincoln County, Missouri",38944,52566
1544,29115,"Linn County, Missouri",13754,12761
1545,29117,"Livingston County, Missouri",14558,15195
1546,29119,"McDonald County, Missouri",21681,23083
1547,29121,"Macon County, Missouri",15762,15566
1548,29123,"Madison County, Missouri",11800,12226
1549,29125,"Maries County, Missouri",8903,9176
1550,29127,"Marion County, Missouri",28289,28781
1551,29129,"Mercer County, Missouri",3757,3785
1552,29131,"Miller County, Missouri",23564,24748
1553,29133,"Mississippi County, Missouri",13427,14358
1554,29135,"Moniteau County, Missouri",14827,15607
1555,29137,"Monroe County, Missouri",9311,8840
1556,29139,"Montgomery County, Missouri",12136,12236
1557,29141,"Morgan County, Missouri",19309,20565
1558,29143,"New Madrid County, Missouri",19760,18956
1559,29145,"Newton County, Missouri",52636,58114
1560,29147,"Nodaway County, Missouri",21912,23370
1561,29149,"Oregon County, Missouri",10344,10881
1562,29151,"Osage County, Missouri",13062,13878
1563,29153,"Ozark County, Missouri",9542,9723
1564,29155,"Pemiscot County, Missouri",20047,18296
1565,29157,"Perry County, Missouri",18132,18971
1566,29159,"Pettis County, Missouri",39403,42201
1567,29161,"Phelps County, Missouri",39825,45156
1568,29163,"Pike County, Missouri",18351,18516
1569,29165,"Platte County, Missouri",73781,89322
1570,29167,"Polk County, Missouri",26992,31137
1571,29169,"Pulaski County, Missouri",41165,52274
1572,29171,"Putnam County, Missouri",5223,4979
1573,29173,"Ralls County, Missouri",9626,10167
1574,29175,"Randolph County, Missouri",24663,25414
1575,29177,"Ray County, Missouri",23354,23494
1576,29179,"Reynolds County, Missouri",6689,6696
1577,29181,"Ripley County, Missouri",13509,14100
1578,29183,"St. Charles County, Missouri",283883,360485
1579,29185,"St. Clair County, Missouri",9652,9805
1580,29186,"Ste. Genevieve County, Missouri",17842,18145
1581,29187,"St. Francois County, Missouri",55641,65359
1582,29189,"St. Louis County, Missouri",1016315,998954
1583,29195,"Saline County, Missouri",23756,23370
1584,29197,"Schuyler County, Missouri",4170,4431
1585,29199,"Scotland County, Missouri",4983,4843
1586,29201,"Scott County, Missouri",40422,39191
1587,29203,"Shannon County, Missouri",8324,8441
1588,29205,"Shelby County, Missouri",6799,6373
1589,29207,"Stoddard County, Missouri",29705,29968
1590,29209,"Stone County, Missouri",28658,32202
1591,29211,"Sullivan County, Missouri",7219,6714
1592,29213,"Taney County, Missouri",39703,51675
1593,29215,"Texas County, Missouri",23003,26008
1594,29217,"Vernon County, Missouri",20454,21159
1595,29219,"Warren County, Missouri",24525,32513
1596,29221,"Washington County, Missouri",23344,25195
1597,29223,"Wayne County, Missouri",13259,13521
1598,29225,"Webster County, Missouri",31045,36202
1599,29227,"Worth County, Missouri",2382,2171
1600,29229,"Wright County, Missouri",17955,18815
1601,29510,"St. Louis city, Missouri",348189,319294
1602,30001,"Beaverhead County, Montana",9202,9246
1603,30003,"Big Horn County, Montana",12671,12865
1604,30005,"Blaine County, Montana",7009,6491
1605,30007,"Broadwater County, Montana",4385,5612
1606,30009,"Carbon County, Montana",9552,10078
1607,30011,"Carter County, Montana",1360,1160
1608,30013,"Cascade County, Montana",80357,81327
1609,30015,"Chouteau County, Montana",5970,5813
1610,30017,"Custer County, Montana",11696,11699
1611,30019,"Daniels County, Montana",2017,1751
1612,30021,"Dawson County, Montana",9059,8966
1613,30023,"Deer Lodge County, Montana",9417,9298
1614,30025,"Fallon County, Montana",2837,2890
1615,30027,"Fergus County, Montana",11893,11586
1616,30029,"Flathead County, Montana",74471,90928
1617,30031,"Gallatin County, Montana",67831,89513
1618,30033,"Garfield County, Montana",1279,1206
1619,30035,"Glacier County, Montana",13247,13399
1620,30037,"Golden Valley County, Montana",1042,884
1621,30039,"Granite County, Montana",2830,3079
1622,30041,"Hill County, Montana",16673,16096
1623,30043,"Jefferson County, Montana",10049,11406
1624,30045,"Judith Basin County, Montana",2329,2072
1625,30047,"Lake County, Montana",26507,28746
1626,30049,"Lewis and Clark County, Montana",55716,63395
1627,30051,"Liberty County, Montana",2158,2339
1628,30053,"Lincoln County, Montana",18837,19687
1629,30055,"McCone County, Montana",1977,1734
1630,30057,"Madison County, Montana",6851,7691
1631,30059,"Meagher County, Montana",1932,1891
1632,30061,"Mineral County, Montana",3884,4223
1633,30063,"Missoula County, Montana",95802,109299
1634,30065,"Musselshell County, Montana",4497,4538
1635,30067,"Park County, Montana",15694,15636
1636,30069,"Petroleum County, Montana",493,494
1637,30071,"Phillips County, Montana",4601,4253
1638,30073,"Pondera County, Montana",6424,6153
1639,30075,"Powder River County, Montana",1858,1743
1640,30077,"Powell County, Montana",7180,7027
1641,30079,"Prairie County, Montana",1199,1179
1642,30081,"Ravalli County, Montana",36070,40212
1643,30083,"Richland County, Montana",9667,9746
1644,30085,"Roosevelt County, Montana",10620,10425
1645,30087,"Rosebud County, Montana",9383,9233
1646,30089,"Sanders County, Montana",10227,11413
1647,30091,"Sheridan County, Montana",4105,3384
1648,30093,"Silver Bow County, Montana",34606,34200
1649,30095,"Stillwater County, Montana",8195,9117
1650,30097,"Sweet Grass County, Montana",3609,3651
1651,30099,"Teton County, Montana",6445,6073
1652,30101,"Toole County, Montana",5267,5324
1653,30103,"Treasure County, Montana",861,718
1654,30105,"Valley County, Montana",7675,7369
1655,30107,"Wheatland County, Montana",2259,2168
1656,30109,"Wibaux County, Montana",1068,1017
1657,30111,"Yellowstone County, Montana",129352,147972
1658,31001,"Adams County, Nebraska",31151,31364
1659,31003,"Antelope County, Nebraska",7452,6685
1660,31005,"Arthur County, Nebraska",444,460
1661,31007,"Banner County, Nebraska",819,690
1662,31009,"Blaine County, Nebraska",583,478
1663,31011,"Boone County, Nebraska",6259,5505
1664,31013,"Box Butte County, Nebraska",12158,11308
1665,31015,"Boyd County, Nebraska",2438,2099
1666,31017,"Brown County, Nebraska",3525,3145
1667,31019,"Buffalo County, Nebraska",42259,46102
1668,31021,"Burt County, Nebraska",7791,6858
1669,31023,"Butler County, Nebraska",8767,8395
1670,31025,"Cass County, Nebraska",24334,25241
1671,31027,"Cedar County, Nebraska",9615,8852
1672,31029,"Chase County, Nebraska",4068,3966
1673,31031,"Cherry County, Nebraska",6148,5713
1674,31033,"Cheyenne County, Nebraska",9830,9998
1675,31035,"Clay County, Nebraska",7039,6542
1676,31037,"Colfax County, Nebraska",10441,10515
1677,31039,"Cuming County, Nebraska",10203,9139
1678,31041,"Custer County, Nebraska",11793,10939
1679,31043,"Dakota County, Nebraska",20253,21006
1680,31045,"Dawes County, Nebraska",9060,9182
1681,31047,"Dawson County, Nebraska",24365,24326
1682,31049,"Deuel County, Nebraska",2098,1941
1683,31051,"Dixon County, Nebraska",6339,6000
1684,31053,"Dodge County, Nebraska",36160,36691
1685,31055,"Douglas County, Nebraska",463585,517110
1686,31057,"Dundy County, Nebraska",2292,2008
1687,31059,"Fillmore County, Nebraska",6634,5890
1688,31061,"Franklin County, Nebraska",3574,3225
1689,31063,"Frontier County, Nebraska",3099,2756
1690,31065,"Furnas County, Nebraska",5324,4959
1691,31067,"Gage County, Nebraska",22993,22311
1692,31069,"Garden County, Nebraska",2292,2057
1693,31071,"Garfield County, Nebraska",1902,2049
1694,31073,"Gosper County, Nebraska",2143,2044
1695,31075,"Grant County, Nebraska",747,614
1696,31077,"Greeley County, Nebraska",2714,2538
1697,31079,"Hall County, Nebraska",53534,58607
1698,31081,"Hamilton County, Nebraska",9403,9124
1699,31083,"Harlan County, Nebraska",3786,3423
1700,31085,"Hayes County, Nebraska",1068,967
1701,31087,"Hitchcock County, Nebraska",3111,2908
1702,31089,"Holt County, Nebraska",11551,10435
1703,31091,"Hooker County, Nebraska",783,736
1704,31093,"Howard County, Nebraska",6567,6274
1705,31095,"Jefferson County, Nebraska",8333,7547
1706,31097,"Johnson County, Nebraska",4488,5217
1707,31099,"Kearney County, Nebraska",6882,6489
1708,31101,"Keith County, Nebraska",8875,8368
1709,31103,"Keya Paha County, Nebraska",983,824
1710,31105,"Kimball County, Nebraska",4089,3821
1711,31107,"Knox County, Nebraska",9374,8701
1712,31109,"Lancaster County, Nebraska",250291,285407
1713,31111,"Lincoln County, Nebraska",34632,36288
1714,31113,"Logan County, Nebraska",774,763
1715,31115,"Loup County, Nebraska",712,632
1716,31117,"McPherson County, Nebraska",533,539
1717,31119,"Madison County, Nebraska",35226,34876
1718,31121,"Merrick County, Nebraska",8204,7845
1719,31123,"Morrill County, Nebraska",5440,5042
1720,31125,"Nance County, Nebraska",4038,3735
1721,31127,"Nemaha County, Nebraska",7576,7248
1722,31129,"Nuckolls County, Nebraska",5057,4500
1723,31131,"Otoe County, Nebraska",15396,15740
1724,31133,"Pawnee County, Nebraska",3087,2773
1725,31135,"Perkins County, Nebraska",3200,2970
1726,31137,"Phelps County, Nebraska",9747,9188
1727,31139,"Pierce County, Nebraska",7857,7266
1728,31141,"Platte County, Nebraska",31662,32237
1729,31143,"Polk County, Nebraska",5639,5406
1730,31145,"Red Willow County, Nebraska",11448,11055
1731,31147,"Richardson County, Nebraska",9531,8363
1732,31149,"Rock County, Nebraska",1756,1526
1733,31151,"Saline County, Nebraska",13843,14200
1734,31153,"Sarpy County, Nebraska",122595,158840
1735,31155,"Saunders County, Nebraska",19830,20780
1736,31157,"Scotts Bluff County, Nebraska",36951,36970
1737,31159,"Seward County, Nebraska",16496,16750
1738,31161,"Sheridan County, Nebraska",6198,5469
1739,31163,"Sherman County, Nebraska",3318,3152
1740,31165,"Sioux County, Nebraska",1475,1311
1741,31167,"Stanton County, Nebraska",6455,6129
1742,31169,"Thayer County, Nebraska",6055,5228
1743,31171,"Thomas County, Nebraska",729,647
1744,31173,"Thurston County, Nebraska",7171,6940
1745,31175,"Valley County, Nebraska",4647,4260
1746,31177,"Washington County, Nebraska",18780,20234
1747,31179,"Wayne County, Nebraska",9851,9595
1748,31181,"Webster County, Nebraska",4061,3812
1749,31183,"Wheeler County, Nebraska",886,818
1750,31185,"York County, Nebraska",14598,13665
1751,32001,"Churchill County, Nevada",23982,24877
1752,32003,"Clark County, Nevada",1375765,1951269
1753,32005,"Douglas County, Nevada",41259,46997
1754,32007,"Elko County, Nevada",45291,48818
1755,32009,"Esmeralda County, Nevada",971,783
