0,stco,NAME,H001001,H001001,H003002,H003002,H003003,H003003
1619,30035,"Glacier County, Montana",5243,5348,4304,4361,939,987
1620,30037,"Golden Valley County, Montana",450,476,365,363,85,113
1621,30039,"Granite County, Montana",2074,2822,1200,1417,874,1405
1622,30041,"Hill County, Montana",7453,7250,6457,6275,996,975
1623,30043,"Jefferson County, Montana",4199,5055,3747,4512,452,543
1624,30045,"Judith Basin County, Montana",1325,1336,951,924,374,412
1625,30047,"Lake County, Montana",13605,16588,10192,11432,3413,5156
1626,30049,"Lewis and Clark County, Montana",25672,30180,22850,26694,2822,3486
1627,30051,"Liberty County, Montana",1070,1043,833,822,237,221
1628,30053,"Lincoln County, Montana",9319,11413,7764,8843,1555,2570
1629,30055,"McCone County, Montana",1087,1008,810,774,277,234
1630,30057,"Madison County, Montana",4671,6940,2956,3560,1715,3380
1631,30059,"Meagher County, Montana",1363,1432,803,806,560,626
1632,30061,"Mineral County, Montana",1961,2446,1584,1911,377,535
1633,30063,"Missoula County, Montana",41319,50106,38439,45926,2880,4180
1634,30065,"Musselshell County, Montana",2317,2654,1878,2046,439,608
1635,30067,"Park County, Montana",8247,9375,6828,7310,1419,2065
1636,30069,"Petroleum County, Montana",292,324,211,225,81,99
1637,30071,"Phillips County, Montana",2502,2335,1848,1819,654,516
1638,30073,"Pondera County, Montana",2834,2659,2410,2285,424,374
1639,30075,"Powder River County, Montana",1007,1022,737,755,270,267
1640,30077,"Powell County, Montana",2930,3105,2422,2466,508,639
1641,30079,"Prairie County, Montana",718,673,537,551,181,122
1642,30081,"Ravalli County, Montana",15946,19583,14289,16933,1657,2650
1643,30083,"Richland County, Montana",4557,4550,3878,4167,679,383
1644,30085,"Roosevelt County, Montana",4044,4063,3581,3553,463,510
1645,30087,"Rosebud County, Montana",3912,4057,3307,3395,605,662
1646,30089,"Sanders County, Montana",5271,6678,4273,5121,998,1557
1647,30091,"Sheridan County, Montana",2167,2089,1741,1587,426,502
1648,30093,"Silver Bow County, Montana",16176,16717,14432,14932,1744,1785
1649,30095,"Stillwater County, Montana",3947,4803,3234,3796,713,1007
1650,30097,"Sweet Grass County, Montana",1860,2148,1476,1590,384,558
1651,30099,"Teton County, Montana",2910,2892,2538,2450,372,442
1652,30101,"Toole County, Montana",2300,2336,1962,2015,338,321
1653,30103,"Treasure County, Montana",422,422,357,335,65,87
1654,30105,"Valley County, Montana",4847,4879,3150,3198,1697,1681
1655,30107,"Wheatland County, Montana",1154,1197,853,887,301,310
1656,30109,"Wibaux County, Montana",587,538,421,457,166,81
1657,30111,"Yellowstone County, Montana",54563,63943,52084,60672,2479,3271
1658,31001,"Adams County, Nebraska",13014,13350,12141,12466,873,884
1659,31003,"Antelope County, Nebraska",3346,3284,2953,2841,393,443
1660,31005,"Arthur County, Nebraska",273,254,185,187,88,67
1661,31007,"Banner County, Nebraska",375,369,311,293,64,76
1662,31009,"Blaine County, Nebraska",333,326,238,196,95,130
1663,31011,"Boone County, Nebraska",2733,2649,2454,2336,279,313
1664,31013,"Box Butte County, Nebraska",5488,5478,4780,4738,708,740
1665,31015,"Boyd County, Nebraska",1406,1390,1014,942,392,448
1666,31017,"Brown County, Nebraska",1916,1865,1530,1449,386,416
1667,31019,"Buffalo County, Nebraska",16830,19064,15930,18037,900,1027
1668,31021,"Burt County, Nebraska",3723,3467,3155,2906,568,561
1669,31023,"Butler County, Nebraska",3901,4053,3426,3391,475,662
1670,31025,"Cass County, Nebraska",10179,11117,9161,9698,1018,1419
1671,31027,"Cedar County, Nebraska",4200,4148,3623,3539,577,609
1672,31029,"Chase County, Nebraska",1927,1946,1662,1681,265,265
1673,31031,"Cherry County, Nebraska",3220,3157,2508,2530,712,627
1674,31033,"Cheyenne County, Nebraska",4569,4888,4071,4298,498,590
1675,31035,"Clay County, Nebraska",3066,3001,2756,2649,310,352
1676,31037,"Colfax County, Nebraska",4088,4097,3682,3618,406,479
1677,31039,"Cuming County, Nebraska",4283,4204,3945,3756,338,448
1678,31041,"Custer County, Nebraska",5585,5579,4826,4714,759,865
1679,31043,"Dakota County, Nebraska",7528,7631,7095,7218,433,413
1680,31045,"Dawes County, Nebraska",4004,4252,3512,3684,492,568
1681,31047,"Dawson County, Nebraska",9805,10123,8824,8899,981,1224
1682,31049,"Deuel County, Nebraska",1032,1044,908,867,124,177
1683,31051,"Dixon County, Nebraska",2673,2688,2413,2370,260,318
1684,31053,"Dodge County, Nebraska",15468,16584,14433,14990,1035,1594
1685,31055,"Douglas County, Nebraska",192672,219580,182194,202411,10478,17169
1686,31057,"Dundy County, Nebraska",1196,1125,961,897,235,228
1687,31059,"Fillmore County, Nebraska",2990,2913,2689,2483,301,430
1688,31061,"Franklin County, Nebraska",1746,1734,1485,1406,261,328
1689,31063,"Frontier County, Nebraska",1543,1574,1192,1168,351,406
1690,31065,"Furnas County, Nebraska",2730,2721,2278,2185,452,536
1691,31067,"Gage County, Nebraska",10030,10446,9316,9422,714,1024
1692,31069,"Garden County, Nebraska",1298,1314,1020,961,278,353
1693,31071,"Garfield County, Nebraska",1021,1178,813,935,208,243
1694,31073,"Gosper County, Nebraska",1281,1267,863,849,418,418
1695,31075,"Grant County, Nebraska",449,391,292,277,157,114
1696,31077,"Greeley County, Nebraska",1199,1300,1077,1069,122,231
1697,31079,"Hall County, Nebraska",21574,23549,20356,22196,1218,1353
1698,31081,"Hamilton County, Nebraska",3850,3968,3503,3563,347,405
1699,31083,"Harlan County, Nebraska",2327,2375,1597,1519,730,856
1700,31085,"Hayes County, Nebraska",526,511,430,414,96,97
1701,31087,"Hitchcock County, Nebraska",1675,1763,1287,1301,388,462
1702,31089,"Holt County, Nebraska",5281,5215,4608,4447,673,768
1703,31091,"Hooker County, Nebraska",440,431,335,326,105,105
1704,31093,"Howard County, Nebraska",2782,2951,2546,2625,236,326
1705,31095,"Jefferson County, Nebraska",3942,3918,3527,3348,415,570
1706,31097,"Johnson County, Nebraska",2116,2191,1887,1847,229,344
1707,31099,"Kearney County, Nebraska",2846,2886,2643,2681,203,205
1708,31101,"Keith County, Nebraska",5178,5424,3707,3753,1471,1671
1709,31103,"Keya Paha County, Nebraska",548,549,409,381,139,168
1710,31105,"Kimball County, Nebraska",1972,1963,1727,1673,245,290
1711,31107,"Knox County, Nebraska",4773,4788,3811,3647,962,1141
1712,31109,"Lancaster County, Nebraska",104217,120875,99187,113373,5030,7502
1713,31111,"Lincoln County, Nebraska",15438,16583,14076,15025,1362,1558
1714,31113,"Logan County, Nebraska",386,395,316,325,70,70
1715,31115,"Loup County, Nebraska",377,426,289,275,88,151
1716,31117,"McPherson County, Nebraska",283,283,202,211,81,72
1717,31119,"Madison County, Nebraska",14432,15014,13436,13939,996,1075
1718,31121,"Merrick County, Nebraska",3649,3698,3209,3151,440,547
1719,31123,"Morrill County, Nebraska",2460,2442,2138,2085,322,357
1720,31125,"Nance County, Nebraska",1787,1801,1577,1525,210,276
1721,31127,"Nemaha County, Nebraska",3439,3498,3047,2952,392,546
1722,31129,"Nuckolls County, Nebraska",2530,2465,2218,2079,312,386
1723,31131,"Otoe County, Nebraska",6567,7025,6060,6362,507,663
1724,31133,"Pawnee County, Nebraska",1587,1588,1339,1230,248,358
1725,31135,"Perkins County, Nebraska",1444,1450,1275,1239,169,211
1726,31137,"Phelps County, Nebraska",4191,4175,3844,3779,347,396
1727,31139,"Pierce County, Nebraska",3247,3222,2979,2911,268,311
1728,31141,"Platte County, Nebraska",12916,13378,12076,12658,840,720
1729,31143,"Polk County, Nebraska",2717,2731,2259,2212,458,519
1730,31145,"Red Willow County, Nebraska",5278,5267,4710,4663,568,604
1731,31147,"Richardson County, Nebraska",4560,4393,3993,3718,567,675
1732,31149,"Rock County, Nebraska",935,912,763,685,172,227
1733,31151,"Saline County, Nebraska",5611,5762,5188,5131,423,631
1734,31153,"Sarpy County, Nebraska",44981,61938,43426,58102,1555,3836
1735,31155,"Saunders County, Nebraska",8266,9221,7498,8040,768,1181
1736,31157,"Scotts Bluff County, Nebraska",16119,16408,14887,14928,1232,1480
1737,31159,"Seward County, Nebraska",6428,6875,6013,6266,415,609
1738,31161,"Sheridan County, Nebraska",3013,2936,2549,2380,464,556
1739,31163,"Sherman County, Nebraska",1839,1941,1394,1392,445,549
1740,31165,"Sioux County, Nebraska",780,815,605,577,175,238
1741,31167,"Stanton County, Nebraska",2452,2633,2297,2387,155,246
1742,31169,"Thayer County, Nebraska",2828,2731,2541,2296,287,435
1743,31171,"Thomas County, Nebraska",446,402,325,291,121,111
1744,31173,"Thurston County, Nebraska",2467,2408,2255,2158,212,250
1745,31175,"Valley County, Nebraska",2273,2273,1965,1922,308,351
1746,31177,"Washington County, Nebraska",7408,8301,6940,7761,468,540
1747,31179,"Wayne County, Nebraska",3662,3776,3437,3507,225,269
1748,31181,"Webster County, Nebraska",1972,1912,1708,1604,264,308
1749,31183,"Wheeler County, Nebraska",561,576,352,350,209,226
1750,31185,"York County, Nebraska",6172,6231,5722,5564,450,667
1751,32001,"Churchill County, Nevada",9732,10826,8912,9671,820,1155
1752,32003,"Clark County, Nevada",559799,840343,512253,715365,47546,124978
1753,32005,"Douglas County, Nevada",19006,23671,16401,19638,2605,4033
1754,32007,"Elko County, Nevada",18456,19566,15638,17442,2818,2124
1755,32009,"Esmeralda County, Nevada",833,850,455,389,378,461
1756,32011,"Eureka County, Nevada",1025,1076,666,836,359,240
1757,32013,"Humboldt County, Nevada",6954,7123,5733,6289,1221,834
1758,32015,"Lander County, Nevada",2780,2575,2093,2213,687,362
1759,32017,"Lincoln County, Nevada",2178,2730,1540,1988,638,742
1760,32019,"Lyon County, Nevada",14279,22547,13007,19808,1272,2739
1761,32021,"Mineral County, Nevada",2866,2830,2197,2240,669,590
1762,32023,"Nye County, Nevada",15934,22350,13309,18032,2625,4318
1763,32027,"Pershing County, Nevada",2389,2464,1962,2018,427,446
1764,32029,"Storey County, Nevada",1596,1990,1462,1742,134,248
1765,32031,"Washoe County, Nevada",143908,184841,132084,163445,11824,21396
1766,32033,"White Pine County, Nevada",4439,4498,3282,3707,1157,791
1767,32510,"Carson City, Nevada",21283,23534,20171,21427,1112,2107
1768,33001,"Belknap County, New Hampshire",32121,37386,22459,24766,9662,12620
1769,33003,"Carroll County, New Hampshire",34750,39813,18351,21052,16399,18761
1770,33005,"Cheshire County, New Hampshire",31876,34773,28299,30204,3577,4569
1771,33007,"Coos County, New Hampshire",19623,21321,13961,14171,5662,7150
1772,33009,"Grafton County, New Hampshire",43729,51120,31598,35986,12131,15134
1773,33011,"Hillsborough County, New Hampshire",149961,166053,144455,155466,5506,10587
1774,33013,"Merrimack County, New Hampshire",56244,63541,51843,57069,4401,6472
1775,33015,"Rockingham County, New Hampshire",113023,126709,104529,115033,8494,11676
1776,33017,"Strafford County, New Hampshire",45539,51697,42581,47100,2958,4597
1777,33019,"Sullivan County, New Hampshire",20158,22341,16530,18126,3628,4215
1778,34001,"Atlantic County, New Jersey",114090,126647,95024,102847,19066,23800
1779,34003,"Bergen County, New Jersey",339820,352388,330817,335730,9003,16658
1780,34005,"Burlington County, New Jersey",161311,175615,154371,166318,6940,9297
1781,34007,"Camden County, New Jersey",199679,204943,185744,190980,13935,13963
1782,34009,"Cape May County, New Jersey",91047,98309,42148,40812,48899,57497
1783,34011,"Cumberland County, New Jersey",52863,55834,49143,51931,3720,3903
1784,34013,"Essex County, New Jersey",301011,312954,283736,283712,17275,29242
1785,34015,"Gloucester County, New Jersey",95054,109796,90717,104271,4337,5525
1786,34017,"Hudson County, New Jersey",240618,270335,230546,246437,10072,23898
1787,34019,"Hunterdon County, New Jersey",45032,49487,43678,47169,1354,2318
1788,34021,"Mercer County, New Jersey",133280,143169,125807,133155,7473,10014
1789,34023,"Middlesex County, New Jersey",273637,294800,265815,281186,7822,13614
1790,34025,"Monmouth County, New Jersey",240884,258410,224236,233983,16648,24427
1791,34027,"Morris County, New Jersey",174379,189842,169711,180534,4668,9308
1792,34029,"Ocean County, New Jersey",248711,278052,200402,221111,48309,56941
1793,34031,"Passaic County, New Jersey",170048,175966,163856,166785,6192,9181
1794,34033,"Salem County, New Jersey",26158,27417,24295,25290,1863,2127
1795,34035,"Somerset County, New Jersey",112023,123127,108984,117759,3039,5368
1796,34037,"Sussex County, New Jersey",56528,62057,50831,54752,5697,7305
1797,34039,"Union County, New Jersey",192945,199489,186124,188118,6821,11371
1798,34041,"Warren County, New Jersey",41157,44925,38660,41480,2497,3445
1799,35001,"Bernalillo County, New Mexico",239074,284234,220936,266000,18138,18234
1800,35003,"Catron County, New Mexico",2548,3289,1584,1787,964,1502
1801,35005,"Chaves County, New Mexico",25647,26697,22561,23691,3086,3006
1802,35006,"Cibola County, New Mexico",10328,11101,8327,8860,2001,2241
1803,35007,"Colfax County, New Mexico",8959,10023,5821,6011,3138,4012
1804,35009,"Curry County, New Mexico",19212,20062,16766,18015,2446,2047
1805,35011,"De Baca County, New Mexico",1307,1344,922,912,385,432
1806,35013,"Dona Ana County, New Mexico",65210,81492,59556,75532,5654,5960
1807,35015,"Eddy County, New Mexico",22249,22585,19379,20411,2870,2174
1808,35017,"Grant County, New Mexico",14066,14693,12146,12586,1920,2107
1809,35019,"Guadalupe County, New Mexico",2160,2393,1655,1766,505,627
1810,35021,"Harding County, New Mexico",545,526,371,349,174,177
1811,35023,"Hidalgo County, New Mexico",2848,2393,2152,1936,696,457
1812,35025,"Lea County, New Mexico",23405,24919,19699,22236,3706,2683
1813,35027,"Lincoln County, New Mexico",15298,17519,8202,9219,7096,8300
1814,35028,"Los Alamos County, New Mexico",7937,8354,7497,7663,440,691
1815,35029,"Luna County, New Mexico",11291,10999,9397,9593,1894,1406
1816,35031,"McKinley County, New Mexico",26718,25813,21476,21968,5242,3845
1817,35033,"Mora County, New Mexico",2973,3232,2017,2114,956,1118
1818,35035,"Otero County, New Mexico",29272,30992,22984,24464,6288,6528
1819,35037,"Quay County, New Mexico",5664,5569,4201,4072,1463,1497
1820,35039,"Rio Arriba County, New Mexico",18016,19638,15044,15768,2972,3870
1821,35041,"Roosevelt County, New Mexico",7746,8163,6639,7299,1107,864
1822,35043,"Sandoval County, New Mexico",34866,52287,31411,47602,3455,4685
1823,35045,"San Juan County, New Mexico",43221,49341,37711,44404,5510,4937
1824,35047,"San Miguel County, New Mexico",14254,15595,11134,11978,3120,3617
1825,35049,"Santa Fe County, New Mexico",57701,71267,52482,61963,5219,9304
1826,35051,"Sierra County, New Mexico",8727,8356,6113,5917,2614,2439
1827,35053,"Socorro County, New Mexico",7808,8059,6675,7014,1133,1045
1828,35055,"Taos County, New Mexico",17404,20265,12675,14806,4729,5459
1829,35057,"Torrance County, New Mexico",7257,7798,6024,6264,1233,1534
1830,35059,"Union County, New Mexico",2225,2305,1733,1695,492,610
1831,35061,"Valencia County, New Mexico",24643,30085,22681,27500,1962,2585
1832,36001,"Albany County, New York",129972,137739,120512,126251,9460,11488
1833,36003,"Allegany County, New York",24505,26140,18009,18208,6496,7932
1834,36005,"Bronx County, New York",490659,511896,463212,483449,27447,28447
1835,36007,"Broome County, New York",88817,90563,80749,82167,8068,8396
1836,36009,"Cattaraugus County, New York",39839,41111,32023,32263,7816,8848
1837,36011,"Cayuga County, New York",35477,36489,30558,31445,4919,5044
1838,36013,"Chautauqua County, New York",64900,66920,54515,54244,10385,12676
1839,36015,"Chemung County, New York",37745,38369,35049,35462,2696,2907
1840,36017,"Chenango County, New York",23890,24710,19926,20436,3964,4274
1841,36019,"Clinton County, New York",33091,35888,29423,31582,3668,4306
1842,36021,"Columbia County, New York",30207,32775,24796,25906,5411,6869
1843,36023,"Cortland County, New York",20116,20577,18210,18671,1906,1906
1844,36025,"Delaware County, New York",28952,31222,19270,19898,9682,11324
1845,36027,"Dutchess County, New York",106103,118638,99536,107965,6567,10673
1846,36029,"Erie County, New York",415868,419974,380873,383164,34995,36810
1847,36031,"Essex County, New York",23115,25603,15028,16262,8087,9341
1848,36033,"Franklin County, New York",23936,25306,17931,19054,6005,6252
1849,36035,"Fulton County, New York",27787,28562,21884,22554,5903,6008
1850,36037,"Genesee County, New York",24190,25589,22770,23728,1420,1861
1851,36039,"Greene County, New York",26544,29210,18256,19823,8288,9387
1852,36041,"Hamilton County, New York",7965,8694,2362,2262,5603,6432
1853,36043,"Herkimer County, New York",32026,33381,25734,26324,6292,7057
1854,36045,"Jefferson County, New York",54070,57966,40068,43451,14002,14515
1855,36047,"Kings County, New York",930866,1000293,880727,916856,50139,83437
1856,36049,"Lewis County, New York",15134,15112,10040,10514,5094,4598
1857,36051,"Livingston County, New York",24023,27123,22150,24409,1873,2714
1858,36053,"Madison County, New York",28646,31757,25368,27754,3278,4003
1859,36055,"Monroe County, New York",304388,320593,286512,300422,17876,20171
1860,36057,"Montgomery County, New York",22522,23063,20038,20272,2484,2791
1861,36059,"Nassau County, New York",458151,468346,447387,448528,10764,19818
1862,36061,"New York County, New York",798144,847090,738644,763846,59500,83244
1863,36063,"Niagara County, New York",95715,99120,87846,90556,7869,8564
1864,36065,"Oneida County, New York",102803,104180,90496,93028,12307,11152
1865,36067,"Onondaga County, New York",196633,202357,181153,187686,15480,14671
1866,36069,"Ontario County, New York",42647,48193,38370,43019,4277,5174
1867,36071,"Orange County, New York",122754,137025,114788,125925,7966,11100
1868,36073,"Orleans County, New York",17347,18431,15363,16119,1984,2312
1869,36075,"Oswego County, New York",52831,53598,45522,46400,7309,7198
1870,36077,"Otsego County, New York",28481,30777,23291,24620,5190,6157
1871,36079,"Putnam County, New York",35030,38224,32703,35041,2327,3183
1872,36081,"Queens County, New York",817250,835127,782664,780117,34586,55010
1873,36083,"Rensselaer County, New York",66120,71475,59894,64702,6226,6773
1874,36085,"Richmond County, New York",163993,176656,156341,165516,7652,11140
1875,36087,"Rockland County, New York",94973,104057,92675,99242,2298,4815
1876,36089,"St. Lawrence County, New York",49721,52133,40506,41605,9215,10528
1877,36091,"Saratoga County, New York",86701,98656,78165,88296,8536,10360
1878,36093,"Schenectady County, New York",65032,68196,59684,62886,5348,5310
1879,36095,"Schoharie County, New York",15915,17231,11991,13166,3924,4065
1880,36097,"Schuyler County, New York",9181,9455,7374,7530,1807,1925
1881,36099,"Seneca County, New York",14794,16043,12630,13393,2164,2650
1882,36101,"Steuben County, New York",46132,48875,39071,40344,7061,8531
1883,36103,"Suffolk County, New York",522323,569985,469299,499922,53024,70063
1884,36105,"Sullivan County, New York",44730,49186,27661,30139,17069,19047
1885,36107,"Tioga County, New York",21410,22203,19725,20350,1685,1853
1886,36109,"Tompkins County, New York",38625,41674,36420,38967,2205,2707
1887,36111,"Ulster County, New York",77656,83638,67499,71049,10157,12589
1888,36113,"Warren County, New York",34852,38726,25726,27990,9126,10736
1889,36115,"Washington County, New York",26794,28844,22458,24142,4336,4702
1890,36117,"Wayne County, New York",38767,41057,34908,36585,3859,4472
1891,36119,"Westchester County, New York",349445,370821,337142,347232,12303,23589
1892,36121,"Wyoming County, New York",16940,17970,14906,15501,2034,2469
1893,36123,"Yates County, New York",12064,13491,9029,9517,3035,3974
1894,37001,"Alamance County, North Carolina",55463,66576,51584,59960,3879,6616
1895,37003,"Alexander County, North Carolina",14098,16189,13137,14425,961,1764
1896,37005,"Alleghany County, North Carolina",6412,8094,4593,4778,1819,3316
1897,37007,"Anson County, North Carolina",10221,11576,9204,9755,1017,1821
1898,37009,"Ashe County, North Carolina",13268,17342,10411,11755,2857,5587
1899,37011,"Avery County, North Carolina",11911,13890,6532,6664,5379,7226
1900,37013,"Beaufort County, North Carolina",22139,24688,18319,19941,3820,4747
1901,37015,"Bertie County, North Carolina",9050,9822,7743,8359,1307,1463
1902,37017,"Bladen County, North Carolina",15316,17718,12897,14430,2419,3288
1903,37019,"Brunswick County, North Carolina",51431,77482,30438,46297,20993,31185
1904,37021,"Buncombe County, North Carolina",93973,113365,85776,100412,8197,12953
1905,37023,"Burke County, North Carolina",37427,40879,34528,35804,2899,5075
1906,37025,"Cabarrus County, North Carolina",52848,71937,49519,65666,3329,6271
1907,37027,"Caldwell County, North Carolina",33430,37659,30768,33388,2662,4271
1908,37029,"Camden County, North Carolina",2973,4104,2662,3675,311,429
1909,37031,"Carteret County, North Carolina",40947,48179,25204,28870,15743,19309
1910,37033,"Caswell County, North Carolina",9601,10619,8670,9190,931,1429
1911,37035,"Catawba County, North Carolina",59919,67886,55533,60887,4386,6999
1912,37037,"Chatham County, North Carolina",21358,28753,19741,25845,1617,2908
1913,37039,"Cherokee County, North Carolina",13499,17515,10336,11753,3163,5762
1914,37041,"Chowan County, North Carolina",6443,7289,5580,6059,863,1230
1915,37043,"Clay County, North Carolina",5425,7140,3847,4660,1578,2480
1916,37045,"Cleveland County, North Carolina",40317,43373,37046,38555,3271,4818
1917,37047,"Columbus County, North Carolina",24060,26042,21308,22489,2752,3553
1918,37049,"Craven County, North Carolina",38150,45002,34582,40299,3568,4703
1919,37051,"Cumberland County, North Carolina",118425,135524,107358,122431,11067,13093
1920,37053,"Currituck County, North Carolina",10687,14453,6902,8880,3785,5573
1921,37055,"Dare County, North Carolina",26671,33492,12690,14335,13981,19157
1922,37057,"Davidson County, North Carolina",62432,72655,58156,64515,4276,8140
1923,37059,"Davie County, North Carolina",14953,18238,13750,16245,1203,1993
1924,37061,"Duplin County, North Carolina",20520,25728,18267,22495,2253,3233
1925,37063,"Durham County, North Carolina",95452,120217,89015,109348,6437,10869
1926,37065,"Edgecombe County, North Carolina",24002,24838,20392,21680,3610,3158
1927,37067,"Forsyth County, North Carolina",133093,156872,123851,141163,9242,15709
1928,37069,"Franklin County, North Carolina",20364,26577,17843,23023,2521,3554
1929,37071,"Gaston County, North Carolina",78842,88686,73936,79867,4906,8819
1930,37073,"Gates County, North Carolina",4389,5208,3901,4665,488,543
1931,37075,"Graham County, North Carolina",5084,5930,3354,3701,1730,2229
1932,37077,"Granville County, North Carolina",17896,22827,16654,20628,1242,2199
1933,37079,"Greene County, North Carolina",7368,8213,6696,7313,672,900
1934,37081,"Guilford County, North Carolina",180391,218017,168667,196628,11724,21389
1935,37083,"Halifax County, North Carolina",25309,25781,22122,21970,3187,3811
1936,37085,"Harnett County, North Carolina",38605,46731,33800,41594,4805,5137
1937,37087,"Haywood County, North Carolina",28640,34954,23100,25563,5540,9391
1938,37089,"Henderson County, North Carolina",42996,54710,37414,45448,5582,9262
1939,37091,"Hertford County, North Carolina",9724,10635,8953,9334,771,1301
1940,37093,"Hoke County, North Carolina",12518,18211,11373,16532,1145,1679
1941,37095,"Hyde County, North Carolina",3302,3347,2185,2119,1117,1228
1942,37097,"Iredell County, North Carolina",51918,69013,47360,61215,4558,7798
1943,37099,"Jackson County, North Carolina",19291,25948,13191,16446,6100,9502
1944,37101,"Johnston County, North Carolina",50196,67682,46595,61909,3601,5773
1945,37103,"Jones County, North Carolina",4679,4838,4061,4167,618,671
1946,37105,"Lee County, North Carolina",19909,24136,18466,22058,1443,2078
1947,37107,"Lenoir County, North Carolina",27184,27437,23862,24327,3322,3110
1948,37109,"Lincoln County, North Carolina",25717,33641,24041,30343,1676,3298
1949,37111,"McDowell County, North Carolina",18377,20808,16604,17838,1773,2970
1950,37113,"Macon County, North Carolina",20746,25245,12828,14591,7918,10654
1951,37115,"Madison County, North Carolina",9722,10608,8000,8494,1722,2114
1952,37117,"Martin County, North Carolina",10930,11704,10020,10318,910,1386
1953,37119,"Mecklenburg County, North Carolina",292780,398510,273416,362213,19364,36297
1954,37121,"Mitchell County, North Carolina",7919,8713,6551,6685,1368,2028
1955,37123,"Montgomery County, North Carolina",14145,15914,9848,10544,4297,5370
1956,37125,"Moore County, North Carolina",35151,43940,30713,37540,4438,6400
1957,37127,"Nash County, North Carolina",37051,42286,33644,37782,3407,4504
1958,37129,"New Hanover County, North Carolina",79616,101436,68183,86046,11433,15390
1959,37131,"Northampton County, North Carolina",10455,11674,8691,9193,1764,2481
1960,37133,"Onslow County, North Carolina",55726,68226,48122,60092,7604,8134
1961,37135,"Orange County, North Carolina",49289,55597,45863,51457,3426,4140
1962,37137,"Pamlico County, North Carolina",6781,7534,5178,5490,1603,2044
1963,37139,"Pasquotank County, North Carolina",14289,16833,12907,14956,1382,1877
1964,37141,"Pender County, North Carolina",20798,26724,16054,20333,4744,6391
1965,37143,"Perquimans County, North Carolina",6043,6986,4645,5598,1398,1388
1966,37145,"Person County, North Carolina",15504,18193,14085,15826,1419,2367
1967,37147,"Pitt County, North Carolina",58408,74990,52539,67577,5869,7413
1968,37149,"Polk County, North Carolina",9192,11432,7908,8989,1284,2443
1969,37151,"Randolph County, North Carolina",54422,61041,50659,55373,3763,5668
1970,37153,"Richmond County, North Carolina",19886,20738,17873,18430,2013,2308
1971,37155,"Robeson County, North Carolina",47779,52751,43677,47997,4102,4754
1972,37157,"Rockingham County, North Carolina",40208,43696,36989,38693,3219,5003
1973,37159,"Rowan County, North Carolina",53980,60211,49940,53140,4040,7071
1974,37161,"Rutherford County, North Carolina",29535,33878,25191,27466,4344,6412
1975,37163,"Sampson County, North Carolina",25142,27234,22273,24005,2869,3229
1976,37165,"Scotland County, North Carolina",14693,15193,13399,13614,1294,1579
1977,37167,"Stanly County, North Carolina",24582,27110,22223,23589,2359,3521
1978,37169,"Stokes County, North Carolina",19262,21924,17579,19416,1683,2508
1979,37171,"Surry County, North Carolina",31033,33667,28408,29914,2625,3753
1980,37173,"Swain County, North Carolina",7105,8723,5137,5672,1968,3051
1981,37175,"Transylvania County, North Carolina",15553,19163,12320,14394,3233,4769
1982,37177,"Tyrrell County, North Carolina",2032,2068,1537,1595,495,473
1983,37179,"Union County, North Carolina",45695,72870,43390,67864,2305,5006
1984,37181,"Vance County, North Carolina",18196,20082,16199,17395,1997,2687
1985,37183,"Wake County, North Carolina",258953,371836,242040,345645,16913,26191
1986,37185,"Warren County, North Carolina",10548,11806,7708,8321,2840,3485
1987,37187,"Washington County, North Carolina",6174,6491,5367,5526,807,965
1988,37189,"Watauga County, North Carolina",23155,32137,16540,20403,6615,11734
1989,37191,"Wayne County, North Carolina",47313,52949,42612,47831,4701,5118
1990,37193,"Wilkes County, North Carolina",29261,33065,26650,28360,2611,4705
1991,37195,"Wilson County, North Carolina",30729,35511,28613,31962,2116,3549
1992,37197,"Yadkin County, North Carolina",15821,17341,14505,15486,1316,1855
1993,37199,"Yancey County, North Carolina",9729,11032,7472,7644,2257,3388
1994,38001,"Adams County, North Dakota",1416,1377,1121,1098,295,279
1995,38003,"Barnes County, North Dakota",5599,5704,4884,4826,715,878
1996,38005,"Benson County, North Dakota",2932,2950,2328,2233,604,717
1997,38007,"Billings County, North Dakota",529,484,366,358,163,126
1998,38009,"Bottineau County, North Dakota",4409,4341,2962,2832,1447,1509
1999,38011,"Bowman County, North Dakota",1596,1683,1358,1385,238,298
2000,38013,"Burke County, North Dakota",1412,1340,1013,913,399,427
2001,38015,"Burleigh County, North Dakota",29003,35754,27670,33976,1333,1778
2002,38017,"Cass County, North Dakota",53790,67938,51315,63899,2475,4039
2003,38019,"Cavalier County, North Dakota",2725,2309,2017,1818,708,491
2004,38021,"Dickey County, North Dakota",2656,2636,2283,2180,373,456
2005,38023,"Divide County, North Dakota",1469,1324,1005,977,464,347
2006,38025,"Dunn County, North Dakota",1965,2132,1378,1401,587,731
2007,38027,"Eddy County, North Dakota",1418,1323,1164,1057,254,266
2008,38029,"Emmons County, North Dakota",2168,2085,1786,1594,382,491
2009,38031,"Foster County, North Dakota",1793,1801,1540,1495,253,306
2010,38033,"Golden Valley County, North Dakota",973,967,761,774,212,193
2011,38035,"Grand Forks County, North Dakota",27373,29344,25435,27417,1938,1927
2012,38037,"Grant County, North Dakota",1722,1690,1195,1128,527,562
2013,38039,"Griggs County, North Dakota",1521,1461,1178,1131,343,330
